STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,size,practice,operations,acres,total_ops,total_acres,ops_adopt,acres_adopt
17,IL,ILLINOIS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,4889,129307,17901,463495,0.2731132338975476,0.27898251329572055
17,IL,ILLINOIS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,4889,129307,17901,463495,0.2731132338975476,0.27898251329572055
18,IN,INDIANA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,4160,105317,18665,472474,0.22287704259308866,0.22290538738639587
18,IN,INDIANA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,4160,105317,18665,472474,0.22287704259308866,0.22290538738639587
19,IA,IOWA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,3856,105188,18183,449747,0.21206621569597975,0.23388260510909467
19,IA,IOWA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,3856,105188,18183,449747,0.21206621569597975,0.23388260510909467
20,KS,KANSAS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2182,61649,10101,277691,0.21601821601821602,0.22200575459773633
20,KS,KANSAS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2182,61649,10101,277691,0.21601821601821602,0.22200575459773633
21,KY,KENTUCKY,FARM AREA: (10.0 TO 49.9 ACRES),No Till,3032,72469,24269,629347,0.12493304215254028,0.11514951211334923
21,KY,KENTUCKY,FARM AREA: (10.0 TO 49.9 ACRES),No Till,3032,72469,24269,629347,0.12493304215254028,0.11514951211334923
22,LA,LOUISIANA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,337,8769,9008,235357,0.03741119005328597,0.03725829272127024
22,LA,LOUISIANA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,337,8769,9008,235357,0.03741119005328597,0.03725829272127024
23,ME,MAINE,FARM AREA: (10.0 TO 49.9 ACRES),No Till,141,2940,2157,54228,0.06536856745479833,0.05421553441026776
23,ME,MAINE,FARM AREA: (10.0 TO 49.9 ACRES),No Till,141,2940,2157,54228,0.06536856745479833,0.05421553441026776
24,MD,MARYLAND,FARM AREA: (10.0 TO 49.9 ACRES),No Till,901,22621,4559,113081,0.19763105944286027,0.2000424474491736
24,MD,MARYLAND,FARM AREA: (10.0 TO 49.9 ACRES),No Till,901,22621,4559,113081,0.19763105944286027,0.2000424474491736
25,MA,MASSACHUSETTS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,137,2940,2535,59036,0.05404339250493097,0.04980012195948235
25,MA,MASSACHUSETTS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,137,2940,2535,59036,0.05404339250493097,0.04980012195948235
26,MI,MICHIGAN,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2362,60177,16920,439602,0.13959810874704492,0.13688973207583224
26,MI,MICHIGAN,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2362,60177,16920,439602,0.13959810874704492,0.13688973207583224
27,MN,MINNESOTA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1557,42780,14618,396828,0.10651251881242305,0.10780489279990323
27,MN,MINNESOTA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1557,42780,14618,396828,0.10651251881242305,0.10780489279990323
28,MS,MISSISSIPPI,FARM AREA: (10.0 TO 49.9 ACRES),No Till,564,13134,8810,248809,0.06401816118047673,0.05278747955258853
28,MS,MISSISSIPPI,FARM AREA: (10.0 TO 49.9 ACRES),No Till,564,13134,8810,248809,0.06401816118047673,0.05278747955258853
29,MO,MISSOURI,FARM AREA: (10.0 TO 49.9 ACRES),No Till,3912,106693,22676,630338,0.1725171988004939,0.16926315722675772
29,MO,MISSOURI,FARM AREA: (10.0 TO 49.9 ACRES),No Till,3912,106693,22676,630338,0.1725171988004939,0.16926315722675772
30,MT,MONTANA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,336,9175,5836,143422,0.05757368060315284,0.06397205449652076
30,MT,MONTANA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,336,9175,5836,143422,0.05757368060315284,0.06397205449652076
31,NE,NEBRASKA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1871,51298,7641,188475,0.24486323779609998,0.2721740283857276
31,NE,NEBRASKA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1871,51298,7641,188475,0.24486323779609998,0.2721740283857276
32,NV,NEVADA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,48,1386,943,22772,0.05090137857900318,0.06086421921658177
32,NV,NEVADA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,48,1386,943,22772,0.05090137857900318,0.06086421921658177
33,NH,NEW HAMPSHIRE,FARM AREA: (10.0 TO 49.9 ACRES),No Till,60,1166,1275,31084,0.047058823529411764,0.03751125981212199
33,NH,NEW HAMPSHIRE,FARM AREA: (10.0 TO 49.9 ACRES),No Till,60,1166,1275,31084,0.047058823529411764,0.03751125981212199
34,NJ,NEW JERSEY,FARM AREA: (10.0 TO 49.9 ACRES),No Till,282,6505,4467,93959,0.0631296171927468,0.06923232473738546
34,NJ,NEW JERSEY,FARM AREA: (10.0 TO 49.9 ACRES),No Till,282,6505,4467,93959,0.0631296171927468,0.06923232473738546
35,NM,NEW MEXICO,FARM AREA: (10.0 TO 49.9 ACRES),No Till,314,8198,4524,101003,0.0694076038903625,0.0811659059631892
35,NM,NEW MEXICO,FARM AREA: (10.0 TO 49.9 ACRES),No Till,314,8198,4524,101003,0.0694076038903625,0.0811659059631892
36,NY,NEW YORK,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1283,32142,8632,225931,0.14863299351251158,0.14226467372781956
36,NY,NEW YORK,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1283,32142,8632,225931,0.14863299351251158,0.14226467372781956
37,NC,NORTH CAROLINA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2005,49145,17132,448710,0.11703245388746206,0.10952508301575628
37,NC,NORTH CAROLINA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2005,49145,17132,448710,0.11703245388746206,0.10952508301575628
38,ND,NORTH DAKOTA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,258,7598,2514,69071,0.1026252983293556,0.11000275079266263
38,ND,NORTH DAKOTA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,258,7598,2514,69071,0.1026252983293556,0.11000275079266263
39,OH,OHIO,FARM AREA: (10.0 TO 49.9 ACRES),No Till,6006,152679,26533,668842,0.22635962763351297,0.22827364310255635
39,OH,OHIO,FARM AREA: (10.0 TO 49.9 ACRES),No Till,6006,152679,26533,668842,0.22635962763351297,0.22827364310255635
40,OK,OKLAHOMA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1007,27405,18402,482026,0.054722312792087814,0.05685377967163597
40,OK,OKLAHOMA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1007,27405,18402,482026,0.054722312792087814,0.05685377967163597
41,OR,OREGON,FARM AREA: (10.0 TO 49.9 ACRES),No Till,454,9697,12707,293435,0.035728338710946723,0.03304650092865541
41,OR,OREGON,FARM AREA: (10.0 TO 49.9 ACRES),No Till,454,9697,12707,293435,0.035728338710946723,0.03304650092865541
42,PA,PENNSYLVANIA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,5344,135220,15901,400651,0.3360794918558581,0.33750071758213507
42,PA,PENNSYLVANIA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,5344,135220,15901,400651,0.3360794918558581,0.33750071758213507
44,RI,RHODE ISLAND,FARM AREA: (10.0 TO 49.9 ACRES),No Till,21,349,377,8891,0.05570291777188329,0.03925317737037454
44,RI,RHODE ISLAND,FARM AREA: (10.0 TO 49.9 ACRES),No Till,21,349,377,8891,0.05570291777188329,0.03925317737037454
45,SC,SOUTH CAROLINA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,681,16176,9063,230773,0.07514068189341278,0.07009485511736642
45,SC,SOUTH CAROLINA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,681,16176,9063,230773,0.07514068189341278,0.07009485511736642
46,SD,SOUTH DAKOTA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,674,18503,4546,119583,0.1482622085349758,0.15472935116195446
46,SD,SOUTH DAKOTA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,674,18503,4546,119583,0.1482622085349758,0.15472935116195446
47,TN,TENNESSEE,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1803,42881,25836,691582,0.06978634463539247,0.06200421641974487
47,TN,TENNESSEE,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1803,42881,25836,691582,0.06978634463539247,0.06200421641974487
48,TX,TEXAS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2722,64324,81616,1975872,0.03335130366594785,0.032554740388041334
48,TX,TEXAS,FARM AREA: (10.0 TO 49.9 ACRES),No Till,2722,64324,81616,1975872,0.03335130366594785,0.032554740388041334
49,UT,UTAH,FARM AREA: (10.0 TO 49.9 ACRES),No Till,281,6331,5254,117658,0.05348306052531405,0.05380849580988968
49,UT,UTAH,FARM AREA: (10.0 TO 49.9 ACRES),No Till,281,6331,5254,117658,0.05348306052531405,0.05380849580988968
50,VT,VERMONT,FARM AREA: (10.0 TO 49.9 ACRES),No Till,144,3437,1924,48196,0.07484407484407485,0.07131297203087393
50,VT,VERMONT,FARM AREA: (10.0 TO 49.9 ACRES),No Till,144,3437,1924,48196,0.07484407484407485,0.07131297203087393
51,VA,VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1638,40608,13631,351954,0.1201672657912112,0.11537871426379584
51,VA,VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,1638,40608,13631,351954,0.1201672657912112,0.11537871426379584
53,WA,WASHINGTON,FARM AREA: (10.0 TO 49.9 ACRES),No Till,352,8124,12323,279637,0.028564472936784872,0.029051949491662406
53,WA,WASHINGTON,FARM AREA: (10.0 TO 49.9 ACRES),No Till,352,8124,12323,279637,0.028564472936784872,0.029051949491662406
54,WV,WEST VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,437,9414,6280,171610,0.0695859872611465,0.054856943068585746
54,WV,WEST VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),No Till,437,9414,6280,171610,0.0695859872611465,0.054856943068585746
55,WI,WISCONSIN,FARM AREA: (10.0 TO 49.9 ACRES),No Till,4969,130451,16919,473381,0.29369348070216916,0.27557295286460587
55,WI,WISCONSIN,FARM AREA: (10.0 TO 49.9 ACRES),No Till,4969,130451,16919,473381,0.29369348070216916,0.27557295286460587
56,WY,WYOMING,FARM AREA: (10.0 TO 49.9 ACRES),No Till,180,4573,2733,78295,0.06586169045005488,0.05840730570279073
56,WY,WYOMING,FARM AREA: (10.0 TO 49.9 ACRES),No Till,180,4573,2733,78295,0.06586169045005488,0.05840730570279073
1,AL,ALABAMA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,313,21621,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,1,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,40,2438,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (50.0 TO 99.9 ACRES),No Till,199,13930,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,209,14328,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (50.0 TO 99.9 ACRES),No Till,258,18843,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (50.0 TO 99.9 ACRES),No Till,30,1895,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (50.0 TO 99.9 ACRES),No Till,98,7102,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,93,6253,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,289,20399,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (50.0 TO 99.9 ACRES),No Till,6,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (50.0 TO 99.9 ACRES),No Till,137,9308,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (50.0 TO 99.9 ACRES),No Till,3458,248552,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,2168,153945,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,3484,252041,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (50.0 TO 99.9 ACRES),No Till,2083,150141,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (50.0 TO 99.9 ACRES),No Till,1247,86916,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,131,9783,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (50.0 TO 99.9 ACRES),No Till,32,2057,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (50.0 TO 99.9 ACRES),No Till,434,30006,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (50.0 TO 99.9 ACRES),No Till,12,776,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (50.0 TO 99.9 ACRES),No Till,1280,88627,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,938,67847,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (50.0 TO 99.9 ACRES),No Till,192,13590,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (50.0 TO 99.9 ACRES),No Till,2511,173372,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,187,13584,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,1801,130575,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,37,2533,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (50.0 TO 99.9 ACRES),No Till,9,683,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (50.0 TO 99.9 ACRES),No Till,116,8140,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (50.0 TO 99.9 ACRES),No Till,54,3807,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (50.0 TO 99.9 ACRES),No Till,404,28130,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,820,56979,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,344,24065,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (50.0 TO 99.9 ACRES),No Till,3259,231582,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,740,51000,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (50.0 TO 99.9 ACRES),No Till,137,9682,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,2464,171102,NA,NA,NA,NA
44,RI,RHODE ISLAND,FARM AREA: (50.0 TO 99.9 ACRES),No Till,2,NA,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,254,17728,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,727,51990,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (50.0 TO 99.9 ACRES),No Till,664,44409,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (50.0 TO 99.9 ACRES),No Till,845,55593,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (50.0 TO 99.9 ACRES),No Till,54,3548,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (50.0 TO 99.9 ACRES),No Till,28,1918,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,668,47018,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (50.0 TO 99.9 ACRES),No Till,164,11844,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (50.0 TO 99.9 ACRES),No Till,87,6132,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (50.0 TO 99.9 ACRES),No Till,2578,181575,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (50.0 TO 99.9 ACRES),No Till,94,6220,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (100 TO 199 ACRES),No Till,249,33791,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (100 TO 199 ACRES),No Till,23,3024,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (100 TO 199 ACRES),No Till,167,22842,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (100 TO 199 ACRES),No Till,189,27308,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (100 TO 199 ACRES),No Till,289,40998,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (100 TO 199 ACRES),No Till,14,1874,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (100 TO 199 ACRES),No Till,97,14164,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (100 TO 199 ACRES),No Till,109,15336,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (100 TO 199 ACRES),No Till,354,47779,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (100 TO 199 ACRES),No Till,3,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (100 TO 199 ACRES),No Till,82,11392,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (100 TO 199 ACRES),No Till,3445,489487,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (100 TO 199 ACRES),No Till,2300,322019,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (100 TO 199 ACRES),No Till,4368,622336,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (100 TO 199 ACRES),No Till,2417,343460,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (100 TO 199 ACRES),No Till,1069,147550,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (100 TO 199 ACRES),No Till,81,11568,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (100 TO 199 ACRES),No Till,19,2798,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (100 TO 199 ACRES),No Till,496,69862,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (100 TO 199 ACRES),No Till,15,1903,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (100 TO 199 ACRES),No Till,1085,149578,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (100 TO 199 ACRES),No Till,946,131524,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (100 TO 199 ACRES),No Till,126,18020,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (100 TO 199 ACRES),No Till,2096,288430,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (100 TO 199 ACRES),No Till,319,45568,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (100 TO 199 ACRES),No Till,2596,371619,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (100 TO 199 ACRES),No Till,31,4042,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (100 TO 199 ACRES),No Till,5,733,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (100 TO 199 ACRES),No Till,76,10539,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (100 TO 199 ACRES),No Till,32,4429,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (100 TO 199 ACRES),No Till,280,38122,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (100 TO 199 ACRES),No Till,749,105761,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (100 TO 199 ACRES),No Till,591,85562,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (100 TO 199 ACRES),No Till,2951,412744,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (100 TO 199 ACRES),No Till,690,99425,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (100 TO 199 ACRES),No Till,167,23427,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (100 TO 199 ACRES),No Till,1912,264471,NA,NA,NA,NA
44,RI,RHODE ISLAND,FARM AREA: (100 TO 199 ACRES),No Till,1,NA,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (100 TO 199 ACRES),No Till,227,31077,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (100 TO 199 ACRES),No Till,890,127016,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (100 TO 199 ACRES),No Till,588,80077,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (100 TO 199 ACRES),No Till,604,82884,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (100 TO 199 ACRES),No Till,57,7048,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (100 TO 199 ACRES),No Till,34,4706,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (100 TO 199 ACRES),No Till,604,82527,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (100 TO 199 ACRES),No Till,161,23823,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (100 TO 199 ACRES),No Till,76,10439,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (100 TO 199 ACRES),No Till,2281,313053,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (100 TO 199 ACRES),No Till,62,8797,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (200 TO 499 ACRES),No Till,307,96057,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (200 TO 499 ACRES),No Till,2,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (200 TO 499 ACRES),No Till,23,8290,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (200 TO 499 ACRES),No Till,344,114505,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (200 TO 499 ACRES),No Till,138,42345,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (200 TO 499 ACRES),No Till,368,117850,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (200 TO 499 ACRES),No Till,14,3976,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (200 TO 499 ACRES),No Till,135,40511,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (200 TO 499 ACRES),No Till,123,37827,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (200 TO 499 ACRES),No Till,349,109268,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (200 TO 499 ACRES),No Till,143,45234,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (200 TO 499 ACRES),No Till,4434,1424980,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (200 TO 499 ACRES),No Till,2818,894223,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (200 TO 499 ACRES),No Till,5943,1879930,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (200 TO 499 ACRES),No Till,3386,1103800,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (200 TO 499 ACRES),No Till,878,277925,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (200 TO 499 ACRES),No Till,154,46166,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (200 TO 499 ACRES),No Till,13,3508,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (200 TO 499 ACRES),No Till,463,146003,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (200 TO 499 ACRES),No Till,8,NA,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (200 TO 499 ACRES),No Till,1290,405026,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (200 TO 499 ACRES),No Till,950,291581,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (200 TO 499 ACRES),No Till,254,77436,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (200 TO 499 ACRES),No Till,2438,768084,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (200 TO 499 ACRES),No Till,500,166341,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (200 TO 499 ACRES),No Till,4365,1433850,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (200 TO 499 ACRES),No Till,16,5317,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (200 TO 499 ACRES),No Till,4,1390,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (200 TO 499 ACRES),No Till,115,34695,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (200 TO 499 ACRES),No Till,58,18869,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (200 TO 499 ACRES),No Till,226,69860,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (200 TO 499 ACRES),No Till,1076,341546,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (200 TO 499 ACRES),No Till,1023,343246,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (200 TO 499 ACRES),No Till,3388,1068864,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (200 TO 499 ACRES),No Till,745,235565,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (200 TO 499 ACRES),No Till,149,46319,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (200 TO 499 ACRES),No Till,1403,415774,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (200 TO 499 ACRES),No Till,225,69872,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (200 TO 499 ACRES),No Till,1715,562157,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (200 TO 499 ACRES),No Till,608,194035,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (200 TO 499 ACRES),No Till,609,198580,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (200 TO 499 ACRES),No Till,10,2930,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (200 TO 499 ACRES),No Till,22,7010,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (200 TO 499 ACRES),No Till,579,179956,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (200 TO 499 ACRES),No Till,196,64444,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (200 TO 499 ACRES),No Till,55,16120,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (200 TO 499 ACRES),No Till,2107,643911,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (200 TO 499 ACRES),No Till,69,20467,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (500 TO 999 ACRES),No Till,200,135755,2025,1379620,0.09876543209876543,0.09840028413621142
1,AL,ALABAMA,FARM AREA: (500 TO 999 ACRES),No Till,200,135755,2025,1379620,0.09876543209876543,0.09840028413621142
2,AK,ALASKA,FARM AREA: (500 TO 999 ACRES),No Till,1,NA,35,23463,0.02857142857142857,NA
2,AK,ALASKA,FARM AREA: (500 TO 999 ACRES),No Till,1,NA,35,23463,0.02857142857142857,NA
4,AZ,ARIZONA,FARM AREA: (500 TO 999 ACRES),No Till,12,8263,963,649899,0.012461059190031152,0.012714283296327584
4,AZ,ARIZONA,FARM AREA: (500 TO 999 ACRES),No Till,12,8263,963,649899,0.012461059190031152,0.012714283296327584
